LP DATA SID BETTER WORSE
en-fi newstest2017 2301 HY-HNMT.4961 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 2301 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 2302 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 2302 online-B.0 HY-AH.4797
en-fi newstest2017 2302 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 2302 online-G.0 HY-AH.4797
en-fi newstest2017 2302 online-G.0 AaltoHnmtMultitask.4873
en-fi newstest2017 2302 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 2302 AaltoHnmtMultitask.4873 HY-AH.4797
en-fi newstest2017 2304 AaltoHnmtFlatcat.4798 online-G.0
en-fi newstest2017 245 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 247 TALP-UPC.4939 jhu-pbmt.4968
en-fi newstest2017 240 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 243 jhu-pbmt.4968 AaltoHnmtFlatcat.4798
en-fi newstest2017 243 jhu-pbmt.4968 AaltoHnmtMultitask.4873
en-fi newstest2017 242 AaltoHnmtMultitask.4873 jhu-pbmt.4968
en-fi newstest2017 249 online-B.0 TALP-UPC.4939
en-fi newstest2017 249 AaltoHnmtMultitask.4873 HY-HNMT.4961
en-fi newstest2017 249 AaltoHnmtMultitask.4873 TALP-UPC.4939
en-fi newstest2017 248 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 248 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 2275 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 2270 HY-SMT.4882 online-G.0
en-fi newstest2017 2273 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 2273 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 2272 jhu-pbmt.4968 AaltoHnmtMultitask.4873
en-fi newstest2017 2272 jhu-pbmt.4968 online-A.0
en-fi newstest2017 2404 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 2279 online-B.0 HY-HNMT.4961
en-fi newstest2017 2198 HY-SMT.4882 TALP-UPC.4939
en-fi newstest2017 2459 HY-AH.4797 AaltoHnmtFlatcat.4798
en-fi newstest2017 2458 HY-AH.4797 HY-SMT.4882
en-fi newstest2017 2458 online-G.0 HY-SMT.4882
en-fi newstest2017 2457 online-B.0 jhu-pbmt.4968
en-fi newstest2017 2457 online-B.0 HY-HNMT.4961
en-fi newstest2017 2457 AaltoHnmtMultitask.4873 jhu-pbmt.4968
en-fi newstest2017 2456 online-B.0 TALP-UPC.4939
en-fi newstest2017 2451 AaltoHnmtFlatcat.4798 HY-AH.4797
en-fi newstest2017 2450 jhu-pbmt.4968 TALP-UPC.4939
en-fi newstest2017 2450 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 2450 jhu-pbmt.4968 online-A.0
en-fi newstest2017 2450 HY-HNMT.4961 online-A.0
en-fi newstest2017 175 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 175 TALP-UPC.4939 jhu-pbmt.4968
en-fi newstest2017 173 online-G.0 HY-SMT.4882
en-fi newstest2017 173 online-G.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 171 jhu-nmt-lattice-rescore.4903 HY-SMT.4882
en-fi newstest2017 2051 AaltoHnmtFlatcat.4798 TALP-UPC.4939
en-fi newstest2017 2051 online-A.0 TALP-UPC.4939
en-fi newstest2017 2052 AaltoHnmtMultitask.4873 HY-SMT.4882
en-fi newstest2017 2052 AaltoHnmtMultitask.4873 AaltoHnmtFlatcat.4798
en-fi newstest2017 2054 online-B.0 HY-AH.4797
en-fi newstest2017 2054 AaltoHnmtMultitask.4873 HY-AH.4797
en-fi newstest2017 2056 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 2056 HY-SMT.4882 jhu-pbmt.4968
en-fi newstest2017 2056 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 2058 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 650 jhu-nmt-lattice-rescore.4903 AaltoHnmtFlatcat.4798
en-fi newstest2017 1505 HY-HNMT.4961 HY-SMT.4882
en-fi newstest2017 1505 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 2157 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 2696 online-G.0 HY-SMT.4882
en-fi newstest2017 2695 jhu-pbmt.4968 AaltoHnmtMultitask.4873
en-fi newstest2017 2694 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 2694 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 2691 AaltoHnmtFlatcat.4798 jhu-pbmt.4968
en-fi newstest2017 2691 AaltoHnmtFlatcat.4798 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 2691 AaltoHnmtFlatcat.4798 online-A.0
en-fi newstest2017 1973 online-G.0 HY-HNMT.4961
en-fi newstest2017 1972 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 1972 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 1969 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 1969 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 1618 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 1618 online-B.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 1618 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 1619 AaltoHnmtMultitask.4873 HY-AH.4797
en-fi newstest2017 1619 AaltoHnmtMultitask.4873 AaltoHnmtFlatcat.4798
en-fi newstest2017 1964 AaltoHnmtMultitask.4873 AaltoHnmtFlatcat.4798
en-fi newstest2017 1965 online-B.0 HY-SMT.4882
en-fi newstest2017 1615 HY-SMT.4882 AaltoHnmtFlatcat.4798
en-fi newstest2017 1615 TALP-UPC.4939 jhu-pbmt.4968
en-fi newstest2017 1615 jhu-pbmt.4968 AaltoHnmtFlatcat.4798
en-fi newstest2017 1615 TALP-UPC.4939 HY-SMT.4882
en-fi newstest2017 1615 TALP-UPC.4939 AaltoHnmtFlatcat.4798
en-fi newstest2017 1960 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 1610 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 1610 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 1610 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 1610 online-A.0 jhu-pbmt.4968
en-fi newstest2017 1963 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 1963 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 2873 AaltoHnmtFlatcat.4798 TALP-UPC.4939
en-fi newstest2017 2873 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 2877 HY-HNMT.4961 online-B.0
en-fi newstest2017 2877 TALP-UPC.4939 online-B.0
en-fi newstest2017 2877 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 2877 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 2153 HY-HNMT.4961 AaltoHnmtFlatcat.4798
en-fi newstest2017 2878 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 2878 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 1768 online-B.0 HY-SMT.4882
en-fi newstest2017 1769 HY-AH.4797 AaltoHnmtFlatcat.4798
en-fi newstest2017 1763 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 1766 HY-HNMT.4961 online-B.0
en-fi newstest2017 1766 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 1766 HY-HNMT.4961 online-A.0
en-fi newstest2017 1764 online-B.0 HY-AH.4797
en-fi newstest2017 1765 jhu-pbmt.4968 online-A.0
en-fi newstest2017 1140 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 1141 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 1789 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 1148 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 1149 HY-HNMT.4961 HY-SMT.4882
en-fi newstest2017 1546 online-G.0 TALP-UPC.4939
en-fi newstest2017 1546 online-G.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 1546 jhu-nmt-lattice-rescore.4903 TALP-UPC.4939
en-fi newstest2017 1546 AaltoHnmtFlatcat.4798 TALP-UPC.4939
en-fi newstest2017 691 online-B.0 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 691 online-B.0 TALP-UPC.4939
en-fi newstest2017 691 online-B.0 online-A.0
en-fi newstest2017 691 online-B.0 online-G.0
en-fi newstest2017 1540 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 1540 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 698 apertium-unconstrained.4769 TALP-UPC.4939
en-fi newstest2017 698 jhu-nmt-lattice-rescore.4903 TALP-UPC.4939
en-fi newstest2017 698 HY-SMT.4882 TALP-UPC.4939
en-fi newstest2017 699 online-G.0 jhu-pbmt.4968
en-fi newstest2017 699 HY-AH.4797 jhu-pbmt.4968
en-fi newstest2017 1548 jhu-pbmt.4968 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 543 apertium-unconstrained.4769 AaltoHnmtFlatcat.4798
en-fi newstest2017 543 HY-AH.4797 AaltoHnmtFlatcat.4798
en-fi newstest2017 540 jhu-nmt-lattice-rescore.4903 AaltoHnmtMultitask.4873
en-fi newstest2017 540 online-A.0 AaltoHnmtMultitask.4873
en-fi newstest2017 540 online-A.0 TALP-UPC.4939
en-fi newstest2017 548 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 1782 online-A.0 HY-AH.4797
en-fi newstest2017 1782 online-A.0 TALP-UPC.4939
en-fi newstest2017 1782 online-A.0 AaltoHnmtMultitask.4873
en-fi newstest2017 1782 online-A.0 HY-HNMT.4961
en-fi newstest2017 1782 online-B.0 HY-AH.4797
en-fi newstest2017 1782 online-B.0 AaltoHnmtMultitask.4873
en-fi newstest2017 1782 online-B.0 HY-HNMT.4961
en-fi newstest2017 1783 AaltoHnmtFlatcat.4798 online-B.0
en-fi newstest2017 1783 AaltoHnmtFlatcat.4798 jhu-pbmt.4968
en-fi newstest2017 766 jhu-nmt-lattice-rescore.4903 TALP-UPC.4939
en-fi newstest2017 766 HY-AH.4797 TALP-UPC.4939
en-fi newstest2017 764 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 414 HY-AH.4797 online-G.0
en-fi newstest2017 410 HY-AH.4797 jhu-pbmt.4968
en-fi newstest2017 1389 jhu-pbmt.4968 TALP-UPC.4939
en-fi newstest2017 1389 jhu-pbmt.4968 AaltoHnmtFlatcat.4798
en-fi newstest2017 1389 AaltoHnmtFlatcat.4798 TALP-UPC.4939
en-fi newstest2017 1389 online-A.0 TALP-UPC.4939
en-fi newstest2017 1385 AaltoHnmtMultitask.4873 online-G.0
en-fi newstest2017 1385 AaltoHnmtMultitask.4873 HY-HNMT.4961
en-fi newstest2017 1386 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 1386 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 1387 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 418 jhu-pbmt.4968 HY-SMT.4882
en-fi newstest2017 1382 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 1383 online-G.0 HY-AH.4797
en-fi newstest2017 369 online-G.0 HY-HNMT.4961
en-fi newstest2017 369 online-G.0 TALP-UPC.4939
en-fi newstest2017 369 online-G.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 369 online-G.0 online-A.0
en-fi newstest2017 369 online-A.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 364 HY-SMT.4882 jhu-pbmt.4968
en-fi newstest2017 365 AaltoHnmtFlatcat.4798 AaltoHnmtMultitask.4873
en-fi newstest2017 365 AaltoHnmtFlatcat.4798 online-A.0
en-fi newstest2017 360 jhu-nmt-lattice-rescore.4903 HY-AH.4797
en-fi newstest2017 360 jhu-nmt-lattice-rescore.4903 HY-HNMT.4961
en-fi newstest2017 361 jhu-nmt-lattice-rescore.4903 HY-AH.4797
en-fi newstest2017 380 online-B.0 online-G.0
en-fi newstest2017 380 jhu-nmt-lattice-rescore.4903 online-G.0
en-fi newstest2017 385 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 389 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 258 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 258 jhu-nmt-lattice-rescore.4903 apertium-unconstrained.4769
en-fi newstest2017 2194 TALP-UPC.4939 jhu-pbmt.4968
en-fi newstest2017 2195 HY-SMT.4882 HY-AH.4797
en-fi newstest2017 2195 HY-SMT.4882 jhu-pbmt.4968
en-fi newstest2017 2195 HY-SMT.4882 online-G.0
en-fi newstest2017 2196 jhu-pbmt.4968 AaltoHnmtFlatcat.4798
en-fi newstest2017 2197 HY-HNMT.4961 HY-SMT.4882
en-fi newstest2017 2197 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 252 online-B.0 HY-SMT.4882
en-fi newstest2017 252 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 252 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 252 TALP-UPC.4939 HY-SMT.4882
en-fi newstest2017 2199 online-G.0 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 2199 online-G.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 254 AaltoHnmtMultitask.4873 online-G.0
en-fi newstest2017 254 HY-SMT.4882 jhu-pbmt.4968
en-fi newstest2017 254 AaltoHnmtMultitask.4873 jhu-pbmt.4968
en-fi newstest2017 254 online-A.0 jhu-pbmt.4968
en-fi newstest2017 2200 HY-SMT.4882 jhu-pbmt.4968
en-fi newstest2017 2201 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 2201 TALP-UPC.4939 HY-AH.4797
en-fi newstest2017 2202 online-A.0 online-B.0
en-fi newstest2017 2202 online-B.0 online-G.0
en-fi newstest2017 2202 online-A.0 online-G.0
en-fi newstest2017 2206 AaltoHnmtMultitask.4873 HY-SMT.4882
en-fi newstest2017 2206 AaltoHnmtMultitask.4873 HY-AH.4797
en-fi newstest2017 2206 online-G.0 HY-SMT.4882
en-fi newstest2017 2208 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 2208 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 2208 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 2208 HY-AH.4797 TALP-UPC.4939
en-fi newstest2017 1679 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 1679 online-G.0 HY-AH.4797
en-fi newstest2017 1679 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 2428 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 2428 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 2428 jhu-nmt-lattice-rescore.4903 apertium-unconstrained.4769
en-fi newstest2017 2426 AaltoHnmtFlatcat.4798 jhu-pbmt.4968
en-fi newstest2017 2426 AaltoHnmtFlatcat.4798 TALP-UPC.4939
en-fi newstest2017 169 HY-SMT.4882 online-A.0
en-fi newstest2017 169 jhu-nmt-lattice-rescore.4903 online-A.0
en-fi newstest2017 165 HY-HNMT.4961 online-G.0
en-fi newstest2017 165 HY-HNMT.4961 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 166 HY-HNMT.4961 HY-SMT.4882
en-fi newstest2017 166 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 167 jhu-nmt-lattice-rescore.4903 TALP-UPC.4939
en-fi newstest2017 161 online-A.0 HY-AH.4797
en-fi newstest2017 162 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 162 HY-AH.4797 jhu-pbmt.4968
en-fi newstest2017 162 jhu-nmt-lattice-rescore.4903 jhu-pbmt.4968
en-fi newstest2017 162 jhu-nmt-lattice-rescore.4903 apertium-unconstrained.4769
en-fi newstest2017 163 online-B.0 HY-AH.4797
en-fi newstest2017 163 TALP-UPC.4939 HY-AH.4797
en-fi newstest2017 163 online-A.0 HY-AH.4797
en-fi newstest2017 2519 jhu-nmt-lattice-rescore.4903 online-B.0
en-fi newstest2017 2516 online-G.0 HY-SMT.4882
en-fi newstest2017 2516 online-G.0 HY-AH.4797
en-fi newstest2017 2517 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 2517 online-B.0 TALP-UPC.4939
en-fi newstest2017 2736 AaltoHnmtMultitask.4873 jhu-pbmt.4968
en-fi newstest2017 2730 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 2730 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 2730 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 2739 AaltoHnmtFlatcat.4798 jhu-pbmt.4968
en-fi newstest2017 1817 HY-AH.4797 jhu-pbmt.4968
en-fi newstest2017 1817 AaltoHnmtFlatcat.4798 jhu-pbmt.4968
en-fi newstest2017 1810 HY-SMT.4882 HY-AH.4797
en-fi newstest2017 1810 jhu-nmt-lattice-rescore.4903 HY-AH.4797
en-fi newstest2017 1810 jhu-nmt-lattice-rescore.4903 apertium-unconstrained.4769
en-fi newstest2017 1810 AaltoHnmtMultitask.4873 HY-AH.4797
en-fi newstest2017 1810 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 1810 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 1810 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 1810 jhu-pbmt.4968 HY-AH.4797
en-fi newstest2017 1810 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 1811 HY-HNMT.4961 online-B.0
en-fi newstest2017 1811 AaltoHnmtFlatcat.4798 online-B.0
en-fi newstest2017 1818 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 1818 online-B.0 jhu-pbmt.4968
en-fi newstest2017 1818 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 1818 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 1818 TALP-UPC.4939 jhu-pbmt.4968
en-fi newstest2017 1818 AaltoHnmtMultitask.4873 jhu-pbmt.4968
en-fi newstest2017 1608 HY-SMT.4882 online-G.0
en-fi newstest2017 1608 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 1608 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 1608 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 1978 jhu-nmt-lattice-rescore.4903 HY-HNMT.4961
en-fi newstest2017 1600 jhu-nmt-lattice-rescore.4903 TALP-UPC.4939
en-fi newstest2017 1975 AaltoHnmtFlatcat.4798 online-G.0
en-fi newstest2017 1604 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 1604 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 1604 HY-HNMT.4961 jhu-pbmt.4968
en-fi newstest2017 1607 online-B.0 HY-SMT.4882
en-fi newstest2017 1607 online-B.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 1606 HY-SMT.4882 AaltoHnmtMultitask.4873
en-fi newstest2017 1606 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 1606 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 1606 online-A.0 AaltoHnmtMultitask.4873
en-fi newstest2017 803 HY-HNMT.4961 online-G.0
en-fi newstest2017 802 HY-SMT.4882 HY-HNMT.4961
en-fi newstest2017 801 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 807 HY-SMT.4882 online-G.0
en-fi newstest2017 805 HY-HNMT.4961 jhu-pbmt.4968
en-fi newstest2017 805 jhu-pbmt.4968 AaltoHnmtFlatcat.4798
en-fi newstest2017 805 HY-HNMT.4961 AaltoHnmtFlatcat.4798
en-fi newstest2017 1085 AaltoHnmtMultitask.4873 online-A.0
en-fi newstest2017 1085 AaltoHnmtFlatcat.4798 online-A.0
en-fi newstest2017 2846 AaltoHnmtFlatcat.4798 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 1102 online-G.0 AaltoHnmtFlatcat.4798
en-fi newstest2017 1102 AaltoHnmtMultitask.4873 jhu-pbmt.4968
en-fi newstest2017 1102 AaltoHnmtMultitask.4873 AaltoHnmtFlatcat.4798
en-fi newstest2017 2844 jhu-pbmt.4968 online-B.0
en-fi newstest2017 2845 jhu-nmt-lattice-rescore.4903 AaltoHnmtFlatcat.4798
en-fi newstest2017 2845 jhu-nmt-lattice-rescore.4903 AaltoHnmtMultitask.4873
en-fi newstest2017 2842 HY-HNMT.4961 HY-SMT.4882
en-fi newstest2017 2842 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 2842 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 2842 online-G.0 HY-SMT.4882
en-fi newstest2017 2842 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 2840 AaltoHnmtFlatcat.4798 apertium-unconstrained.4769
en-fi newstest2017 2840 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 2841 AaltoHnmtMultitask.4873 online-B.0
en-fi newstest2017 1259 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 1775 online-B.0 HY-HNMT.4961
en-fi newstest2017 1775 online-B.0 online-A.0
en-fi newstest2017 1774 jhu-pbmt.4968 HY-AH.4797
en-fi newstest2017 1774 jhu-pbmt.4968 TALP-UPC.4939
en-fi newstest2017 1774 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 1774 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 1777 online-B.0 AaltoHnmtMultitask.4873
en-fi newstest2017 1777 online-G.0 AaltoHnmtMultitask.4873
en-fi newstest2017 1777 jhu-pbmt.4968 AaltoHnmtMultitask.4873
en-fi newstest2017 1770 jhu-pbmt.4968 apertium-unconstrained.4769
en-fi newstest2017 1770 jhu-nmt-lattice-rescore.4903 apertium-unconstrained.4769
en-fi newstest2017 1778 HY-SMT.4882 jhu-pbmt.4968
en-fi newstest2017 608 HY-HNMT.4961 online-B.0
en-fi newstest2017 608 online-B.0 AaltoHnmtMultitask.4873
en-fi newstest2017 608 HY-HNMT.4961 AaltoHnmtMultitask.4873
en-fi newstest2017 1159 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 1159 online-A.0 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 1155 online-B.0 AaltoHnmtMultitask.4873
en-fi newstest2017 1155 HY-AH.4797 AaltoHnmtMultitask.4873
en-fi newstest2017 1154 TALP-UPC.4939 jhu-pbmt.4968
en-fi newstest2017 1157 online-G.0 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 1157 online-G.0 HY-AH.4797
en-fi newstest2017 1157 jhu-pbmt.4968 HY-AH.4797
en-fi newstest2017 1157 HY-HNMT.4961 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 1157 jhu-nmt-lattice-rescore.4903 HY-AH.4797
en-fi newstest2017 1157 HY-HNMT.4961 HY-AH.4797
en-fi newstest2017 1153 online-B.0 HY-SMT.4882
en-fi newstest2017 1152 HY-HNMT.4961 online-B.0
en-fi newstest2017 1152 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 58 TALP-UPC.4939 online-G.0
en-fi newstest2017 2998 online-B.0 jhu-pbmt.4968
en-fi newstest2017 2998 online-B.0 AaltoHnmtMultitask.4873
en-fi newstest2017 2998 jhu-pbmt.4968 AaltoHnmtMultitask.4873
en-fi newstest2017 1550 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 1557 HY-HNMT.4961 online-A.0
en-fi newstest2017 1556 jhu-nmt-lattice-rescore.4903 online-B.0
en-fi newstest2017 55 HY-HNMT.4961 jhu-pbmt.4968
en-fi newstest2017 2992 online-B.0 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 2992 online-B.0 online-A.0
en-fi newstest2017 50 jhu-nmt-lattice-rescore.4903 online-B.0
en-fi newstest2017 50 jhu-nmt-lattice-rescore.4903 jhu-pbmt.4968
en-fi newstest2017 2997 jhu-pbmt.4968 HY-HNMT.4961
en-fi newstest2017 2997 online-G.0 HY-HNMT.4961
en-fi newstest2017 536 online-G.0 AaltoHnmtMultitask.4873
en-fi newstest2017 536 online-G.0 online-A.0
en-fi newstest2017 533 apertium-unconstrained.4769 TALP-UPC.4939
en-fi newstest2017 531 AaltoHnmtMultitask.4873 TALP-UPC.4939
en-fi newstest2017 54 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 54 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 57 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 539 HY-AH.4797 HY-SMT.4882
en-fi newstest2017 539 HY-AH.4797 TALP-UPC.4939
en-fi newstest2017 2993 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 2993 online-B.0 AaltoHnmtMultitask.4873
en-fi newstest2017 2993 online-B.0 online-A.0
en-fi newstest2017 2993 AaltoHnmtMultitask.4873 apertium-unconstrained.4769
en-fi newstest2017 2993 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 2995 HY-SMT.4882 apertium-unconstrained.4769
en-fi newstest2017 2995 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 429 online-A.0 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 429 AaltoHnmtMultitask.4873 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 429 AaltoHnmtMultitask.4873 TALP-UPC.4939
en-fi newstest2017 429 AaltoHnmtMultitask.4873 AaltoHnmtFlatcat.4798
en-fi newstest2017 429 jhu-pbmt.4968 jhu-nmt-lattice-rescore.4903
en-fi newstest2017 428 online-G.0 TALP-UPC.4939
en-fi newstest2017 428 online-G.0 online-A.0
en-fi newstest2017 428 HY-AH.4797 TALP-UPC.4939
en-fi newstest2017 428 HY-AH.4797 online-A.0
en-fi newstest2017 1399 AaltoHnmtFlatcat.4798 online-A.0
en-fi newstest2017 1398 online-B.0 apertium-unconstrained.4769
en-fi newstest2017 1394 HY-SMT.4882 HY-AH.4797
en-fi newstest2017 1394 jhu-nmt-lattice-rescore.4903 HY-AH.4797
en-fi newstest2017 1394 online-A.0 HY-AH.4797
en-fi newstest2017 1392 online-G.0 apertium-unconstrained.4769
en-fi newstest2017 1392 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 1391 HY-AH.4797 online-A.0
en-fi newstest2017 1391 online-A.0 TALP-UPC.4939
en-fi newstest2017 1391 online-A.0 AaltoHnmtMultitask.4873
en-fi newstest2017 1391 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 1391 HY-AH.4797 AaltoHnmtMultitask.4873
en-fi newstest2017 1391 HY-AH.4797 TALP-UPC.4939
en-fi newstest2017 1391 HY-HNMT.4961 TALP-UPC.4939
en-fi newstest2017 1391 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 1391 TALP-UPC.4939 apertium-unconstrained.4769
en-fi newstest2017 1391 HY-HNMT.4961 apertium-unconstrained.4769
en-fi newstest2017 1391 HY-AH.4797 HY-HNMT.4961
en-fi newstest2017 1391 HY-HNMT.4961 AaltoHnmtMultitask.4873
en-fi newstest2017 2183 HY-AH.4797 apertium-unconstrained.4769
en-fi newstest2017 2183 online-A.0 apertium-unconstrained.4769
en-fi newstest2017 2181 online-G.0 HY-AH.4797
en-fi newstest2017 2180 jhu-nmt-lattice-rescore.4903 HY-AH.4797
en-fi newstest2017 2180 jhu-nmt-lattice-rescore.4903 AaltoHnmtMultitask.4873
en-fi newstest2017 2180 jhu-nmt-lattice-rescore.4903 online-A.0
